;;;;;;;;;;;;x,,,,,,,,,,,,,
return_core_on_title;Enable 'Return Cores' decisions;;;;;;;;;;;;x,,
return_cores_X16_title;Return cores to Kalar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X16_desc;We hold provinces that Kalar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X17_title;Return cores to Qingzhou;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X17_desc;We hold provinces that Qingzhou has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X18_title;Return cores to Kawali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X18_desc;We hold provinces that Kawali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X19_title;Return cores to Muko-Muko;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X19_desc;We hold provinces that Muko-Muko has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X20_title;Return cores to Kuching;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X20_desc;We hold provinces that Kuching has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X21_title;Return cores to Gorontalo;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X21_desc;We hold provinces that Gorontalo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X22_title;Return cores to Nellore;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X22_desc;We hold provinces that Nellore has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X23_title;Return cores to Shigatse;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X23_desc;We hold provinces that Shigatse has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X24_title;Return cores to Baltistan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X24_desc;We hold provinces that Baltistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X25_title;Return cores to Karakum;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X25_desc;We hold provinces that Karakum has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X26_title;Return cores to Nishapur;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X26_desc;We hold provinces that Nishapur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X27_title;Return cores to Karashar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X27_desc;We hold provinces that Karashar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_X28_title;Return cores to Ludiland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_X28_desc;We hold provinces that Ludiland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_XMA_title;Return cores to Madurai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_XMA_desc;We hold provinces that Madurai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_YRK_title;Return cores to Yarkand;;;;;;;;;;;;;;;;;;;;x,,
return_cores_YRK_desc;We hold provinces that Yarkand has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
